r,l,t
-99,2,10152.322406
-100,1,10156.46168
-9,7,10171.439861
-95,3,10179.064869
-95,3,10186.784437
-100,1,10190.887277
-100,1,10194.897042
-100,1,10198.941166
-86,4,10208.576962
-95,3,10216.206184
-45,6,10228.996545
-86,4,10238.606285
-86,4,10248.414987
-170,7,10263.493151
-100,1,10267.476072
-100,1,10271.404513
-86,4,10281.10268
-86,4,10290.595017
-45,6,10303.25561
-195,9,10322.071123
-86,4,10331.507897
